solver, activation, hidden1, hidden1, PCA, class, training_accuracy, testing_accuracy,"Solve, activation, h1, h2"
lbfgs, logistic,25,40, off, class2,0.999430524,0.731818182,"lbfgs,  logistic, 25, 40"
lbfgs, logistic,25,40, off, class3,1,0.572727273,"lbfgs,  logistic, 25, 40"
lbfgs, logistic,25,40, off, class4,1,0.456818182,"lbfgs,  logistic, 25, 40"
lbfgs, logistic,30,1, on, class1,0.94476082,0.85,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, on, class2,0.978359909,0.740909091,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, on, class3,0.843963554,0.486363636,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, on, class4,0.556378132,0.215909091,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, off, class1,0.976082005,0.861363636,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, off, class2,0.969248292,0.763636364,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, off, class3,0.846241458,0.477272727,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,1, off, class4,0.582574032,0.231818182,"lbfgs,  logistic, 30, 1"
lbfgs, logistic,30,15, on, class1,0.998861048,0.834090909,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, on, class2,1,0.795454545,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, on, class3,0.987471526,0.572727273,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, on, class4,0.965831435,0.418181818,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, off, class1,0.999430524,0.881818182,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, off, class2,1,0.765909091,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, off, class3,0.996013667,0.527272727,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,15, off, class4,0.947038724,0.445454545,"lbfgs,  logistic, 30, 15"
lbfgs, logistic,30,25, on, class1,1,0.879545455,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, on, class2,1,0.795454545,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, on, class3,1,0.522727273,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, on, class4,1,0.397727273,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, off, class1,1,0.893181818,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, off, class2,1,0.777272727,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, off, class3,1,0.536363636,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,25, off, class4,1,0.463636364,"lbfgs,  logistic, 30, 25"
lbfgs, logistic,30,30, on, class1,1,0.884090909,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, on, class2,1,0.777272727,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, on, class3,1,0.572727273,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, on, class4,1,0.381818182,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, off, class1,1,0.861363636,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, off, class2,1,0.743181818,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, off, class3,1,0.525,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,30, off, class4,1,0.393181818,"lbfgs,  logistic, 30, 30"
lbfgs, logistic,30,40, on, class1,1,0.886363636,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, on, class2,1,0.779545455,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, on, class3,1,0.586363636,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, on, class4,1,0.456818182,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, off, class1,1,0.913636364,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, off, class2,1,0.781818182,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, off, class3,1,0.547727273,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,30,40, off, class4,1,0.465909091,"lbfgs,  logistic, 30, 40"
lbfgs, logistic,40,1, on, class1,0.970387244,0.875,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, on, class2,0.996013667,0.790909091,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, on, class3,0.912300683,0.45,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, on, class4,0.656605923,0.25,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, off, class1,0.991457859,0.902272727,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, off, class2,0.986332574,0.788636364,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, off, class3,0.857061503,0.463636364,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,1, off, class4,0.626993166,0.270454545,"lbfgs,  logistic, 40, 1"
lbfgs, logistic,40,15, on, class1,0.993735763,0.884090909,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, on, class2,0.999430524,0.788636364,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, on, class3,1,0.538636364,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, on, class4,0.998291572,0.425,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, off, class1,1,0.895454545,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, off, class2,0.998291572,0.784090909,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, off, class3,1,0.534090909,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,15, off, class4,0.998291572,0.395454545,"lbfgs,  logistic, 40, 15"
lbfgs, logistic,40,25, on, class1,1,0.856818182,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, on, class2,1,0.8,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, on, class3,1,0.556818182,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, on, class4,1,0.425,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, off, class1,1,0.897727273,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, off, class2,1,0.786363636,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, off, class3,1,0.552272727,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,25, off, class4,1,0.415909091,"lbfgs,  logistic, 40, 25"
lbfgs, logistic,40,30, on, class1,1,0.9,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, on, class2,1,0.797727273,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, on, class3,1,0.581818182,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, on, class4,1,0.422727273,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, off, class1,1,0.895454545,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, off, class2,1,0.790909091,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, off, class3,1,0.572727273,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,30, off, class4,1,0.475,"lbfgs,  logistic, 40, 30"
lbfgs, logistic,40,40, on, class1,1,0.886363636,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, on, class2,1,0.811363636,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, on, class3,1,0.636363636,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, on, class4,1,0.472727273,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, off, class1,1,0.893181818,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, off, class2,1,0.756818182,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, off, class3,1,0.593181818,"lbfgs,  logistic, 40, 40"
lbfgs, logistic,40,40, off, class4,1,0.440909091,"lbfgs,  logistic, 40, 40"
lbfgs, tanh,15,1, on, class1,0.989179954,0.895454545,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, on, class2,0.974373576,0.777272727,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, on, class3,0.646355353,0.486363636,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, on, class4,0.41856492,0.270454545,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, off, class1,0.988041002,0.893181818,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, off, class2,0.933371298,0.770454545,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, off, class3,0.628132118,0.440909091,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,1, off, class4,0.404897494,0.252272727,"lbfgs,  tanh, 15, 1"
lbfgs, tanh,15,15, on, class1,1,0.893181818,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, on, class2,0.998861048,0.775,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, on, class3,0.877562642,0.513636364,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, on, class4,0.775056948,0.434090909,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, off, class1,1,0.895454545,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, off, class2,1,0.763636364,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, off, class3,0.888952164,0.552272727,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,15, off, class4,0.804100228,0.452272727,"lbfgs,  tanh, 15, 15"
lbfgs, tanh,15,25, on, class1,1,0.884090909,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, on, class2,1,0.802272727,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, on, class3,0.98405467,0.520454545,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, on, class4,0.888952164,0.422727273,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, off, class1,1,0.895454545,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, off, class2,1,0.8,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, off, class3,0.980637813,0.536363636,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,25, off, class4,0.933371298,0.393181818,"lbfgs,  tanh, 15, 25"
lbfgs, tanh,15,30, on, class1,1,0.893181818,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, on, class2,1,0.765909091,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, on, class3,0.994874715,0.506818182,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, on, class4,0.980637813,0.397727273,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, off, class1,1,0.902272727,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, off, class2,1,0.765909091,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, off, class3,1,0.525,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,30, off, class4,0.981776765,0.420454545,"lbfgs,  tanh, 15, 30"
lbfgs, tanh,15,40, on, class1,1,0.881818182,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, on, class2,1,0.745454545,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, on, class3,1,0.509090909,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, on, class4,1,0.415909091,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, off, class1,1,0.893181818,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, off, class2,1,0.793181818,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, off, class3,1,0.520454545,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,15,40, off, class4,1,0.420454545,"lbfgs,  tanh, 15, 40"
lbfgs, tanh,25,1, on, class1,0.990318907,0.920454545,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, on, class2,0.977790433,0.784090909,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, on, class3,0.75,0.427272727,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, on, class4,0.463553531,0.218181818,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, off, class1,0.993166287,0.913636364,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, off, class2,0.996583144,0.797727273,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, off, class3,0.735763098,0.468181818,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,1, off, class4,0.503986333,0.209090909,"lbfgs,  tanh, 25, 1"
lbfgs, tanh,25,15, on, class1,1,0.897727273,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, on, class2,1,0.765909091,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, on, class3,0.994874715,0.486363636,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, on, class4,0.964692483,0.363636364,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, off, class1,1,0.920454545,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, off, class2,1,0.838636364,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, off, class3,0.975512528,0.547727273,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,15, off, class4,0.966970387,0.427272727,"lbfgs,  tanh, 25, 15"
lbfgs, tanh,25,25, on, class1,1,0.906818182,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, on, class2,1,0.756818182,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, on, class3,1,0.488636364,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, on, class4,1,0.413636364,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, off, class1,1,0.9,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, off, class2,1,0.797727273,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, off, class3,1,0.572727273,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,25, off, class4,1,0.384090909,"lbfgs,  tanh, 25, 25"
lbfgs, tanh,25,30, on, class1,1,0.886363636,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, on, class2,1,0.788636364,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, on, class3,1,0.527272727,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, on, class4,1,0.436363636,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, off, class1,1,0.879545455,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, off, class2,1,0.781818182,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, off, class3,1,0.559090909,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,30, off, class4,1,0.420454545,"lbfgs,  tanh, 25, 30"
lbfgs, tanh,25,40, on, class1,1,0.870454545,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, on, class2,1,0.788636364,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, on, class3,1,0.522727273,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, on, class4,1,0.461363636,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, off, class1,1,0.911363636,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, off, class2,1,0.777272727,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, off, class3,1,0.570454545,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,25,40, off, class4,1,0.409090909,"lbfgs,  tanh, 25, 40"
lbfgs, tanh,30,1, on, class1,0.98405467,0.893181818,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, on, class2,0.980637813,0.786363636,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, on, class3,0.83143508,0.481818182,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, on, class4,0.585421412,0.234090909,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, off, class1,0.992027335,0.913636364,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, off, class2,0.982346241,0.813636364,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, off, class3,0.857630979,0.493181818,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,1, off, class4,0.567767654,0.263636364,"lbfgs,  tanh, 30, 1"
lbfgs, tanh,30,15, on, class1,1,0.915909091,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, on, class2,1,0.784090909,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, on, class3,1,0.540909091,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, on, class4,0.989179954,0.397727273,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, off, class1,1,0.920454545,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, off, class2,1,0.8,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, off, class3,1,0.531818182,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,15, off, class4,0.98405467,0.402272727,"lbfgs,  tanh, 30, 15"
lbfgs, tanh,30,25, on, class1,1,0.920454545,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, on, class2,1,0.804545455,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, on, class3,1,0.55,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, on, class4,1,0.427272727,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, off, class1,1,0.879545455,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, off, class2,1,0.797727273,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, off, class3,1,0.554545455,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,25, off, class4,1,0.397727273,"lbfgs,  tanh, 30, 25"
lbfgs, tanh,30,30, on, class1,1,0.870454545,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, on, class2,1,0.779545455,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, on, class3,1,0.563636364,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, on, class4,1,0.411363636,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, off, class1,1,0.913636364,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, off, class2,1,0.8,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, off, class3,1,0.588636364,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,30, off, class4,1,0.431818182,"lbfgs,  tanh, 30, 30"
lbfgs, tanh,30,40, on, class1,1,0.875,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, on, class2,1,0.804545455,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, on, class3,1,0.563636364,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, on, class4,1,0.420454545,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, off, class1,1,0.915909091,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, off, class2,1,0.818181818,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, off, class3,1,0.625,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,30,40, off, class4,1,0.434090909,"lbfgs,  tanh, 30, 40"
lbfgs, tanh,40,1, on, class1,0.994305239,0.893181818,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, on, class2,0.996013667,0.772727273,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, on, class3,0.931093394,0.436363636,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, on, class4,0.690774487,0.256818182,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, off, class1,0.988610478,0.929545455,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, off, class2,0.992596811,0.843181818,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, off, class3,0.919703872,0.477272727,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,1, off, class4,0.701594533,0.268181818,"lbfgs,  tanh, 40, 1"
lbfgs, tanh,40,15, on, class1,1,0.904545455,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, on, class2,1,0.759090909,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, on, class3,1,0.540909091,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, on, class4,1,0.445454545,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, off, class1,1,0.886363636,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, off, class2,1,0.793181818,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, off, class3,1,0.527272727,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,15, off, class4,0.998861048,0.415909091,"lbfgs,  tanh, 40, 15"
lbfgs, tanh,40,25, on, class1,1,0.863636364,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, on, class2,1,0.784090909,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, on, class3,1,0.556818182,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, on, class4,1,0.472727273,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, off, class1,1,0.904545455,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, off, class2,1,0.793181818,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, off, class3,1,0.568181818,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,25, off, class4,1,0.447727273,"lbfgs,  tanh, 40, 25"
lbfgs, tanh,40,30, on, class1,1,0.906818182,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, on, class2,1,0.788636364,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, on, class3,1,0.570454545,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, on, class4,1,0.429545455,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, off, class1,1,0.909090909,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, off, class2,1,0.779545455,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, off, class3,1,0.577272727,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,30, off, class4,1,0.456818182,"lbfgs,  tanh, 40, 30"
lbfgs, tanh,40,40, on, class1,1,0.909090909,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, on, class2,1,0.779545455,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, on, class3,1,0.570454545,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, on, class4,1,0.488636364,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, off, class1,1,0.902272727,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, off, class2,1,0.811363636,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, off, class3,1,0.618181818,"lbfgs,  tanh, 40, 40"
lbfgs, tanh,40,40, off, class4,1,0.454545455,"lbfgs,  tanh, 40, 40"
lbfgs, relu,15,1, on, class1,0.968109339,0.888636364,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, on, class2,0.548405467,0.529545455,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, on, class3,0.450455581,0.465909091,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, on, class4,0.277334852,0.188636364,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, off, class1,0.906605923,0.918181818,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, off, class2,0.922551253,0.763636364,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, off, class3,0.449886105,0.468181818,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,1, off, class4,0.287585421,0.195454545,"lbfgs,  relu, 15, 1"
lbfgs, relu,15,15, on, class1,1,0.881818182,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, on, class2,0.997722096,0.790909091,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, on, class3,0.784738041,0.559090909,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, on, class4,0.713553531,0.486363636,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, off, class1,1,0.852272727,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, off, class2,0.98405467,0.768181818,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, off, class3,0.813781321,0.575,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,15, off, class4,0.74715262,0.447727273,"lbfgs,  relu, 15, 15"
lbfgs, relu,15,25, on, class1,1,0.9,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, on, class2,1,0.8,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, on, class3,0.908883827,0.543181818,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, on, class4,0.854214123,0.472727273,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, off, class1,1,0.877272727,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, off, class2,1,0.795454545,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, off, class3,0.890660592,0.572727273,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,25, off, class4,0.821753986,0.465909091,"lbfgs,  relu, 15, 25"
lbfgs, relu,15,30, on, class1,1,0.890909091,"lbfgs,  relu, 15, 30"
lbfgs, relu,15,30, on, class2,1,0.790909091,"lbfgs,  relu, 15, 30"
lbfgs, relu,15,30, on, class3,0.921981777,0.540909091,"lbfgs,  relu, 15, 30"
lbfgs, relu,15,30, on, class4,0.851936219,0.461363636,"lbfgs,  relu, 15, 30"
lbfgs, relu,15,30, off, class1,1,0.9,"lbfgs,  relu, 15, 30"
