solver, activation, hidden1, hidden1, PCA, class, training_accuracy, testing_accuracy
sgd, identity,25, 25, off, class2, 0.6976082004555809, 0.75
sgd, identity,25, 25, off, class3, 0.5079726651480638, 0.4659090909090909
sgd, identity,25, 25, off, class4, 0.38496583143507973, 0.35454545454545455
sgd, identity,25, 30, on, class1, 0.9111617312072893, 0.9022727272727272
sgd, identity,25, 30, on, class2, 0.7255125284738041, 0.6795454545454546
sgd, identity,25, 30, on, class3, 0.510250569476082, 0.4772727272727273
sgd, identity,25, 30, on, class4, 0.3917995444191344, 0.30227272727272725
sgd, identity,25, 30, off, class1, 0.914009111617312, 0.8886363636363637
sgd, identity,25, 30, off, class2, 0.7164009111617312, 0.6909090909090909
sgd, identity,25, 30, off, class3, 0.5227790432801822, 0.42954545454545456
sgd, identity,25, 30, off, class4, 0.3815489749430524, 0.3704545454545455
sgd, identity,25, 40, on, class1, 0.908883826879271, 0.9113636363636364
sgd, identity,25, 40, on, class2, 0.7283599088838268, 0.6977272727272728
sgd, identity,25, 40, on, class3, 0.4982915717539863, 0.4954545454545455
sgd, identity,25, 40, on, class4, 0.3821184510250569, 0.3659090909090909
sgd, identity,25, 40, off, class1, 0.9083143507972665, 0.9068181818181819
sgd, identity,25, 40, off, class2, 0.714123006833713, 0.6840909090909091
sgd, identity,25, 40, off, class3, 0.4994305239179954, 0.47954545454545455
sgd, identity,25, 40, off, class4, 0.37300683371298404, 0.3886363636363636
sgd, identity,30, 1, on, class1, 0.9134396355353075, 0.884090909090909
sgd, identity,30, 1, on, class2, 0.7158314350797267, 0.6954545454545454
sgd, identity,30, 1, on, class3, 0.48519362186788156, 0.42727272727272725
sgd, identity,30, 1, on, class4, 0.21241457858769933, 0.18181818181818182
sgd, identity,30, 1, off, class1, 0.907744874715262, 0.9136363636363637
sgd, identity,30, 1, off, class2, 0.7158314350797267, 0.7045454545454546
sgd, identity,30, 1, off, class3, 0.4732346241457859, 0.48863636363636365
sgd, identity,30, 1, off, class4, 0.2317767653758542, 0.19545454545454546
sgd, identity,30, 15, on, class1, 0.9111617312072893, 0.8977272727272727
sgd, identity,30, 15, on, class2, 0.7038724373576309, 0.7045454545454546
sgd, identity,30, 15, on, class3, 0.494874715261959, 0.5227272727272727
sgd, identity,30, 15, on, class4, 0.3735763097949886, 0.36363636363636365
sgd, identity,30, 15, off, class1, 0.9066059225512528, 0.9181818181818182
sgd, identity,30, 15, off, class2, 0.714123006833713, 0.6931818181818182
sgd, identity,30, 15, off, class3, 0.49544419134396356, 0.5113636363636364
sgd, identity,30, 15, off, class4, 0.3809794988610478, 0.35909090909090907
sgd, identity,30, 25, on, class1, 0.9111617312072893, 0.9
sgd, identity,30, 25, on, class2, 0.7283599088838268, 0.6704545454545454
sgd, identity,30, 25, on, class3, 0.5068337129840547, 0.47954545454545455
sgd, identity,30, 25, on, class4, 0.3878132118451025, 0.33636363636363636
sgd, identity,30, 25, off, class1, 0.9094533029612756, 0.9068181818181819
sgd, identity,30, 25, off, class2, 0.7033029612756264, 0.7545454545454545
sgd, identity,30, 25, off, class3, 0.5108200455580866, 0.45227272727272727
sgd, identity,30, 25, off, class4, 0.3809794988610478, 0.38181818181818183
sgd, identity,30, 30, on, class1, 0.9111617312072893, 0.9
sgd, identity,30, 30, on, class2, 0.7084282460136674, 0.725
sgd, identity,30, 30, on, class3, 0.5056947608200456, 0.5068181818181818
sgd, identity,30, 30, on, class4, 0.3935079726651481, 0.33181818181818185
sgd, identity,30, 30, off, class1, 0.9094533029612756, 0.9068181818181819
sgd, identity,30, 30, off, class2, 0.714123006833713, 0.6954545454545454
sgd, identity,30, 30, off, class3, 0.4994305239179954, 0.4909090909090909
sgd, identity,30, 30, off, class4, 0.3878132118451025, 0.34545454545454546
sgd, identity,30, 40, on, class1, 0.907744874715262, 0.9159090909090909
sgd, identity,30, 40, on, class2, 0.7146924829157175, 0.7068181818181818
sgd, identity,30, 40, on, class3, 0.5068337129840547, 0.45681818181818185
sgd, identity,30, 40, on, class4, 0.38838268792710706, 0.325
sgd, identity,30, 40, off, class1, 0.9043280182232346, 0.9295454545454546
sgd, identity,30, 40, off, class2, 0.7124145785876993, 0.725
sgd, identity,30, 40, off, class3, 0.5079726651480638, 0.4863636363636364
sgd, identity,30, 40, off, class4, 0.3826879271070615, 0.35
sgd, identity,40, 1, on, class1, 0.9123006833712984, 0.8954545454545455
sgd, identity,40, 1, on, class2, 0.7027334851936219, 0.7090909090909091
sgd, identity,40, 1, on, class3, 0.46184510250569477, 0.44772727272727275
sgd, identity,40, 1, on, class4, 0.2061503416856492, 0.19545454545454546
sgd, identity,40, 1, off, class1, 0.907744874715262, 0.9136363636363637
sgd, identity,40, 1, off, class2, 0.6839407744874715, 0.7272727272727273
sgd, identity,40, 1, off, class3, 0.4766514806378132, 0.46136363636363636
sgd, identity,40, 1, off, class4, 0.1845102505694761, 0.16363636363636364
sgd, identity,40, 15, on, class1, 0.907744874715262, 0.9159090909090909
sgd, identity,40, 15, on, class2, 0.7135535307517085, 0.7272727272727273
sgd, identity,40, 15, on, class3, 0.5039863325740319, 0.5136363636363637
sgd, identity,40, 15, on, class4, 0.392369020501139, 0.30454545454545456
sgd, identity,40, 15, off, class1, 0.9060364464692483, 0.9227272727272727
sgd, identity,40, 15, off, class2, 0.7232346241457859, 0.6954545454545454
sgd, identity,40, 15, off, class3, 0.5079726651480638, 0.5022727272727273
sgd, identity,40, 15, off, class4, 0.37813211845102507, 0.35454545454545455
sgd, identity,40, 25, on, class1, 0.9066059225512528, 0.9159090909090909
sgd, identity,40, 25, on, class2, 0.7101366742596811, 0.7227272727272728
sgd, identity,40, 25, on, class3, 0.5011389521640092, 0.48863636363636365
sgd, identity,40, 25, on, class4, 0.3792710706150342, 0.34545454545454546
sgd, identity,40, 25, off, class1, 0.9054669703872438, 0.925
sgd, identity,40, 25, off, class2, 0.7226651480637813, 0.7068181818181818
sgd, identity,40, 25, off, class3, 0.5079726651480638, 0.4681818181818182
sgd, identity,40, 25, off, class4, 0.39977220956719817, 0.35909090909090907
sgd, identity,40, 30, on, class1, 0.9043280182232346, 0.9295454545454546
sgd, identity,40, 30, on, class2, 0.7146924829157175, 0.7090909090909091
sgd, identity,40, 30, on, class3, 0.5017084282460137, 0.49318181818181817
sgd, identity,40, 30, on, class4, 0.38610478359908884, 0.3431818181818182
sgd, identity,40, 30, off, class1, 0.907744874715262, 0.9136363636363637
sgd, identity,40, 30, off, class2, 0.7215261958997722, 0.6522727272727272
sgd, identity,40, 30, off, class3, 0.5022779043280182, 0.4954545454545455
sgd, identity,40, 30, off, class4, 0.37186788154897493, 0.34545454545454546
sgd, identity,40, 40, on, class1, 0.9174259681093394, 0.875
sgd, identity,40, 40, on, class2, 0.7164009111617312, 0.6795454545454546
sgd, identity,40, 40, on, class3, 0.5028473804100227, 0.4909090909090909
sgd, identity,40, 40, on, class4, 0.4020501138952164, 0.36818181818181817
sgd, identity,40, 40, off, class1, 0.9071753986332574, 0.9159090909090909
sgd, identity,40, 40, off, class2, 0.7255125284738041, 0.6886363636363636
sgd, identity,40, 40, off, class3, 0.5034168564920274, 0.5
sgd, identity,40, 40, off, class4, 0.40261958997722097, 0.3159090909090909
sgd, logistic,15, 1, on, class1, 0.9083143507972665, 0.9113636363636364
sgd, logistic,15, 1, on, class2, 0.5535307517084282, 0.509090909090909
sgd, logistic,15, 1, on, class3, 0.4510250569476082, 0.4636363636363636
sgd, logistic,15, 1, on, class4, 0.08826879271070615, 0.10454545454545454
sgd, logistic,15, 1, off, class1, 0.9054669703872438, 0.9227272727272727
sgd, logistic,15, 1, off, class2, 0.5438496583143508, 0.5477272727272727
sgd, logistic,15, 1, off, class3, 0.44646924829157175, 0.4818181818181818
sgd, logistic,15, 1, off, class4, 0.09225512528473805, 0.08636363636363636
sgd, logistic,15, 15, on, class1, 0.9117312072892938, 0.8977272727272727
sgd, logistic,15, 15, on, class2, 0.5489749430523918, 0.5272727272727272
sgd, logistic,15, 15, on, class3, 0.45728929384965833, 0.43863636363636366
sgd, logistic,15, 15, on, class4, 0.08997722095671981, 0.075
sgd, logistic,15, 15, off, class1, 0.9100227790432802, 0.9045454545454545
sgd, logistic,15, 15, off, class2, 0.5444191343963554, 0.5454545454545454
sgd, logistic,15, 15, off, class3, 0.44362186788154895, 0.49318181818181817
sgd, logistic,15, 15, off, class4, 0.08997722095671981, 0.07954545454545454
sgd, logistic,15, 25, on, class1, 0.9083143507972665, 0.9113636363636364
sgd, logistic,15, 25, on, class2, 0.5558086560364465, 0.5
sgd, logistic,15, 25, on, class3, 0.4458997722095672, 0.48409090909090907
sgd, logistic,15, 25, on, class4, 0.08656036446469248, 0.0659090909090909
sgd, logistic,15, 25, off, class1, 0.9060364464692483, 0.9204545454545454
sgd, logistic,15, 25, off, class2, 0.5387243735763098, 0.5681818181818182
sgd, logistic,15, 25, off, class3, 0.44931662870159456, 0.47045454545454546
sgd, logistic,15, 25, off, class4, 0.10364464692482915, 0.0659090909090909
sgd, logistic,15, 30, on, class1, 0.9014806378132119, 0.9386363636363636
sgd, logistic,15, 30, on, class2, 0.5449886104783599, 0.5431818181818182
sgd, logistic,15, 30, on, class3, 0.45956719817767655, 0.42954545454545456
sgd, logistic,15, 30, on, class4, 0.11275626423690205, 0.08636363636363636
sgd, logistic,15, 30, off, class1, 0.9048974943052391, 0.925
sgd, logistic,15, 30, off, class2, 0.5421412300683371, 0.5545454545454546
sgd, logistic,15, 30, off, class3, 0.4561503416856492, 0.4431818181818182
sgd, logistic,15, 30, off, class4, 0.09851936218678815, 0.06363636363636363
sgd, logistic,15, 40, on, class1, 0.9123006833712984, 0.8954545454545455
sgd, logistic,15, 40, on, class2, 0.5455580865603644, 0.5409090909090909
sgd, logistic,15, 40, on, class3, 0.4544419134396355, 0.45
sgd, logistic,15, 40, on, class4, 0.06662870159453303, 0.05909090909090909
sgd, logistic,15, 40, off, class1, 0.9111617312072893, 0.9
sgd, logistic,15, 40, off, class2, 0.5353075170842825, 0.5818181818181818
sgd, logistic,15, 40, off, class3, 0.44817767653758545, 0.475
sgd, logistic,15, 40, off, class4, 0.10364464692482915, 0.08636363636363636
sgd, logistic,25, 1, on, class1, 0.9162870159453302, 0.8795454545454545
sgd, logistic,25, 1, on, class2, 0.534738041002278, 0.5727272727272728
sgd, logistic,25, 1, on, class3, 0.4498861047835991, 0.4681818181818182
sgd, logistic,25, 1, on, class4, 0.09054669703872438, 0.09318181818181819
sgd, logistic,25, 1, off, class1, 0.9191343963553531, 0.8681818181818182
sgd, logistic,25, 1, off, class2, 0.5466970387243736, 0.5363636363636364
sgd, logistic,25, 1, off, class3, 0.4624145785876993, 0.41818181818181815
sgd, logistic,25, 1, off, class4, 0.08997722095671981, 0.08409090909090909
sgd, logistic,25, 15, on, class1, 0.9094533029612756, 0.9068181818181819
sgd, logistic,25, 15, on, class2, 0.5586560364464692, 0.48863636363636365
sgd, logistic,25, 15, on, class3, 0.4527334851936219, 0.45681818181818185
sgd, logistic,25, 15, on, class4, 0.09681093394077449, 0.08636363636363636
sgd, logistic,25, 15, off, class1, 0.9123006833712984, 0.8954545454545455
sgd, logistic,25, 15, off, class2, 0.5472665148063781, 0.5340909090909091
sgd, logistic,25, 15, off, class3, 0.45842824601366744, 0.4340909090909091
sgd, logistic,25, 15, off, class4, 0.09965831435079726, 0.12045454545454545
sgd, logistic,25, 25, on, class1, 0.9094533029612756, 0.9068181818181819
sgd, logistic,25, 25, on, class2, 0.5404328018223234, 0.5613636363636364
sgd, logistic,25, 25, on, class3, 0.4635535307517084, 0.41363636363636364
sgd, logistic,25, 25, on, class4, 0.09624145785876993, 0.07727272727272727
sgd, logistic,25, 25, off, class1, 0.914009111617312, 0.8886363636363637
sgd, logistic,25, 25, off, class2, 0.5466970387243736, 0.5363636363636364
sgd, logistic,25, 25, off, class3, 0.44533029612756264, 0.4863636363636364
sgd, logistic,25, 25, off, class4, 0.1030751708428246, 0.08181818181818182
sgd, logistic,25, 30, on, class1, 0.9048974943052391, 0.925
sgd, logistic,25, 30, on, class2, 0.5392938496583144, 0.5659090909090909
sgd, logistic,25, 30, on, class3, 0.4515945330296128, 0.46136363636363636
sgd, logistic,25, 30, on, class4, 0.10136674259681093, 0.075
sgd, logistic,25, 30, off, class1, 0.9123006833712984, 0.8954545454545455
sgd, logistic,25, 30, off, class2, 0.5478359908883826, 0.5318181818181819
sgd, logistic,25, 30, off, class3, 0.4635535307517084, 0.41363636363636364
sgd, logistic,25, 30, off, class4, 0.09339407744874716, 0.06363636363636363
sgd, logistic,25, 40, on, class1, 0.907744874715262, 0.9136363636363637
sgd, logistic,25, 40, on, class2, 0.5404328018223234, 0.5613636363636364
sgd, logistic,25, 40, on, class3, 0.44760820045558086, 0.4772727272727273
sgd, logistic,25, 40, on, class4, 0.09339407744874716, 0.08636363636363636
sgd, logistic,25, 40, off, class1, 0.9117312072892938, 0.8977272727272727
sgd, logistic,25, 40, off, class2, 0.5506833712984055, 0.5204545454545455
sgd, logistic,25, 40, off, class3, 0.46184510250569477, 0.42045454545454547
sgd, logistic,25, 40, off, class4, 0.08656036446469248, 0.075
sgd, logistic,30, 1, on, class1, 0.9117312072892938, 0.8977272727272727
sgd, logistic,30, 1, on, class2, 0.5461275626423691, 0.5386363636363637
sgd, logistic,30, 1, on, class3, 0.44646924829157175, 0.4818181818181818
sgd, logistic,30, 1, on, class4, 0.0979498861047836, 0.08636363636363636
sgd, logistic,30, 1, off, class1, 0.9037585421412301, 0.9295454545454546
sgd, logistic,30, 1, off, class2, 0.5449886104783599, 0.5431818181818182
sgd, logistic,30, 1, off, class3, 0.45045558086560367, 0.4659090909090909
sgd, logistic,30, 1, off, class4, 0.09225512528473805, 0.08636363636363636
sgd, logistic,30, 15, on, class1, 0.9117312072892938, 0.8977272727272727
sgd, logistic,30, 15, on, class2, 0.5432801822323462, 0.55
sgd, logistic,30, 15, on, class3, 0.4527334851936219, 0.45681818181818185
sgd, logistic,30, 15, on, class4, 0.09339407744874716, 0.07045454545454545
sgd, logistic,30, 15, off, class1, 0.908883826879271, 0.9090909090909091
sgd, logistic,30, 15, off, class2, 0.535876993166287, 0.5795454545454546
sgd, logistic,30, 15, off, class3, 0.45558086560364464, 0.44545454545454544
sgd, logistic,30, 15, off, class4, 0.06435079726651481, 0.05454545454545454
sgd, logistic,30, 25, on, class1, 0.9094533029612756, 0.9068181818181819
sgd, logistic,30, 25, on, class2, 0.5489749430523918, 0.5272727272727272
sgd, logistic,30, 25, on, class3, 0.44362186788154895, 0.49318181818181817
sgd, logistic,30, 25, on, class4, 0.09396355353075171, 0.07954545454545454
sgd, logistic,30, 25, off, class1, 0.908883826879271, 0.9090909090909091
sgd, logistic,30, 25, off, class2, 0.5484054669703873, 0.5295454545454545
sgd, logistic,30, 25, off, class3, 0.4458997722095672, 0.48409090909090907
sgd, logistic,30, 25, off, class4, 0.11047835990888383, 0.07727272727272727
sgd, logistic,30, 30, on, class1, 0.9060364464692483, 0.9204545454545454
sgd, logistic,30, 30, on, class2, 0.5518223234624146, 0.5159090909090909
sgd, logistic,30, 30, on, class3, 0.4561503416856492, 0.4431818181818182
sgd, logistic,30, 30, on, class4, 0.07687927107061504, 0.06363636363636363
sgd, logistic,30, 30, off, class1, 0.9071753986332574, 0.9159090909090909
sgd, logistic,30, 30, off, class2, 0.5324601366742597, 0.5931818181818181
sgd, logistic,30, 30, off, class3, 0.45671981776765375, 0.4409090909090909
sgd, logistic,30, 30, off, class4, 0.1133257403189066, 0.09318181818181819
sgd, logistic,30, 40, on, class1, 0.9060364464692483, 0.9204545454545454
sgd, logistic,30, 40, on, class2, 0.5484054669703873, 0.5295454545454545
sgd, logistic,30, 40, on, class3, 0.45956719817767655, 0.42954545454545456
sgd, logistic,30, 40, on, class4, 0.1082004555808656, 0.07045454545454545
sgd, logistic,30, 40, off, class1, 0.9083143507972665, 0.9113636363636364
sgd, logistic,30, 40, off, class2, 0.5444191343963554, 0.5454545454545454
sgd, logistic,30, 40, off, class3, 0.44874715261959, 0.4727272727272727
sgd, logistic,30, 40, off, class4, 0.11275626423690205, 0.08636363636363636
sgd, logistic,40, 1, on, class1, 0.9123006833712984, 0.8954545454545455
sgd, logistic,40, 1, on, class2, 0.5432801822323462, 0.55
sgd, logistic,40, 1, on, class3, 0.44931662870159456, 0.47045454545454546
sgd, logistic,40, 1, on, class4, 0.09624145785876993, 0.07045454545454545
sgd, logistic,40, 1, off, class1, 0.9105922551252847, 0.9022727272727272
sgd, logistic,40, 1, off, class2, 0.5455580865603644, 0.5409090909090909
sgd, logistic,40, 1, off, class3, 0.4458997722095672, 0.48409090909090907
sgd, logistic,40, 1, off, class4, 0.09396355353075171, 0.07954545454545454
sgd, logistic,40, 15, on, class1, 0.9037585421412301, 0.9295454545454546
sgd, logistic,40, 15, on, class2, 0.5375854214123007, 0.5727272727272728
sgd, logistic,40, 15, on, class3, 0.44760820045558086, 0.4772727272727273
sgd, logistic,40, 15, on, class4, 0.09681093394077449, 0.09318181818181819
sgd, logistic,40, 15, off, class1, 0.9157175398633257, 0.8818181818181818
sgd, logistic,40, 15, off, class2, 0.5466970387243736, 0.5363636363636364
sgd, logistic,40, 15, off, class3, 0.45728929384965833, 0.43863636363636366
sgd, logistic,40, 15, off, class4, 0.07915717539863326, 0.06363636363636363
sgd, logistic,40, 25, on, class1, 0.907744874715262, 0.9136363636363637
sgd, logistic,40, 25, on, class2, 0.5444191343963554, 0.5454545454545454
sgd, logistic,40, 25, on, class3, 0.4521640091116173, 0.4590909090909091
sgd, logistic,40, 25, on, class4, 0.10079726651480637, 0.06818181818181818
sgd, logistic,40, 25, off, class1, 0.9123006833712984, 0.8954545454545455
sgd, logistic,40, 25, off, class2, 0.5421412300683371, 0.5545454545454546
sgd, logistic,40, 25, off, class3, 0.44931662870159456, 0.47045454545454546
sgd, logistic,40, 25, off, class4, 0.09624145785876993, 0.07045454545454545
sgd, logistic,40, 30, on, class1, 0.907744874715262, 0.9136363636363637
sgd, logistic,40, 30, on, class2, 0.5381548974943052, 0.5704545454545454
sgd, logistic,40, 30, on, class3, 0.44817767653758545, 0.475
sgd, logistic,40, 30, on, class4, 0.10876993166287016, 0.09090909090909091
sgd, logistic,40, 30, off, class1, 0.9123006833712984, 0.8954545454545455
sgd, logistic,40, 30, off, class2, 0.5501138952164009, 0.5227272727272727
sgd, logistic,40, 30, off, class3, 0.4498861047835991, 0.4681818181818182
sgd, logistic,40, 30, off, class4, 0.10535307517084283, 0.06818181818181818
sgd, logistic,40, 40, on, class1, 0.9060364464692483, 0.9204545454545454
sgd, logistic,40, 40, on, class2, 0.5392938496583144, 0.5659090909090909
sgd, logistic,40, 40, on, class3, 0.4550113895216401, 0.44772727272727275
sgd, logistic,40, 40, on, class4, 0.10250569476082004, 0.08636363636363636
sgd, logistic,40, 40, off, class1, 0.9111617312072893, 0.9
sgd, logistic,40, 40, off, class2, 0.5421412300683371, 0.5545454545454546
sgd, logistic,40, 40, off, class3, 0.4521640091116173, 0.4590909090909091
sgd, logistic,40, 40, off, class4, 0.10478359908883828, 0.07272727272727272
sgd, tanh,15, 1, on, class1, 0.9060364464692483, 0.9204545454545454
sgd, tanh,15, 1, on, class2, 0.7727790432801822, 0.7318181818181818
sgd, tanh,15, 1, on, class3, 0.5079726651480638, 0.5318181818181819
sgd, tanh,15, 1, on, class4, 0.25, 0.22954545454545455
sgd, tanh,15, 1, off, class1, 0.912870159453303, 0.8931818181818182
sgd, tanh,15, 1, off, class2, 0.8120728929384966, 0.7659090909090909
sgd, tanh,15, 1, off, class3, 0.5244874715261959, 0.509090909090909
sgd, tanh,15, 1, off, class4, 0.23519362186788154, 0.19090909090909092
sgd, tanh,15, 15, on, class1, 0.9054669703872438, 0.9227272727272727
sgd, tanh,15, 15, on, class2, 0.770501138952164, 0.7522727272727273
sgd, tanh,15, 15, on, class3, 0.6406605922551253, 0.525
sgd, tanh,15, 15, on, class4, 0.5501138952164009, 0.4159090909090909
sgd, tanh,15, 15, off, class1, 0.9145785876993167, 0.884090909090909
sgd, tanh,15, 15, off, class2, 0.7927107061503417, 0.7363636363636363
sgd, tanh,15, 15, off, class3, 0.6560364464692483, 0.5681818181818182
sgd, tanh,15, 15, off, class4, 0.5193621867881549, 0.41363636363636364
sgd, tanh,15, 25, on, class1, 0.9117312072892938, 0.8977272727272727
sgd, tanh,15, 25, on, class2, 0.785876993166287, 0.7386363636363636
sgd, tanh,15, 25, on, class3, 0.679384965831435, 0.5795454545454546
sgd, tanh,15, 25, on, class4, 0.5603644646924829, 0.45454545454545453
sgd, tanh,15, 25, off, class1, 0.912870159453303, 0.8931818181818182
sgd, tanh,15, 25, off, class2, 0.7813211845102506, 0.7272727272727273
sgd, tanh,15, 25, off, class3, 0.6645785876993167, 0.5977272727272728
sgd, tanh,15, 25, off, class4, 0.5899772209567198, 0.4431818181818182
sgd, tanh,15, 30, on, class1, 0.9071753986332574, 0.9159090909090909
sgd, tanh,15, 30, on, class2, 0.7949886104783599, 0.7863636363636364
sgd, tanh,15, 30, on, class3, 0.6748291571753986, 0.575
sgd, tanh,15, 30, on, class4, 0.6019362186788155, 0.45454545454545453
sgd, tanh,15, 30, off, class1, 0.9083143507972665, 0.9113636363636364
sgd, tanh,15, 30, off, class2, 0.8456719817767654, 0.7886363636363637
sgd, tanh,15, 30, off, class3, 0.6509111617312073, 0.5363636363636364
sgd, tanh,15, 30, off, class4, 0.566628701594533, 0.44545454545454544
sgd, tanh,15, 40, on, class1, 0.912870159453303, 0.8931818181818182
sgd, tanh,15, 40, on, class2, 0.7830296127562643, 0.7659090909090909
sgd, tanh,15, 40, on, class3, 0.6417995444191344, 0.6045454545454545
sgd, tanh,15, 40, on, class4, 0.5700455580865603, 0.43863636363636366
sgd, tanh,15, 40, off, class1, 0.912870159453303, 0.8931818181818182
sgd, tanh,15, 40, off, class2, 0.791002277904328, 0.725
sgd, tanh,15, 40, off, class3, 0.6275626423690205, 0.5545454545454546
sgd, tanh,15, 40, off, class4, 0.6036446469248291, 0.5
sgd, tanh,25, 1, on, class1, 0.9151480637813212, 0.884090909090909
sgd, tanh,25, 1, on, class2, 0.8035307517084282, 0.7613636363636364
sgd, tanh,25, 1, on, class3, 0.5011389521640092, 0.5431818181818182
sgd, tanh,25, 1, on, class4, 0.19248291571753987, 0.16363636363636364
sgd, tanh,25, 1, off, class1, 0.9071753986332574, 0.9159090909090909
sgd, tanh,25, 1, off, class2, 0.8029612756264237, 0.7568181818181818
sgd, tanh,25, 1, off, class3, 0.5187927107061503, 0.49772727272727274
sgd, tanh,25, 1, off, class4, 0.2591116173120729, 0.2
sgd, tanh,25, 15, on, class1, 0.9083143507972665, 0.9090909090909091
sgd, tanh,25, 15, on, class2, 0.7739179954441914, 0.7454545454545455
sgd, tanh,25, 15, on, class3, 0.6976082004555809, 0.5727272727272728
sgd, tanh,25, 15, on, class4, 0.5990888382687927, 0.48863636363636365
sgd, tanh,25, 15, off, class1, 0.9145785876993167, 0.8863636363636364
sgd, tanh,25, 15, off, class2, 0.7870159453302962, 0.7386363636363636
sgd, tanh,25, 15, off, class3, 0.7061503416856492, 0.5363636363636364
sgd, tanh,25, 15, off, class4, 0.6127562642369021, 0.42727272727272725
sgd, tanh,25, 25, on, class1, 0.9094533029612756, 0.9090909090909091
sgd, tanh,25, 25, on, class2, 0.8023917995444191, 0.7454545454545455
sgd, tanh,25, 25, on, class3, 0.7050113895216401, 0.575
sgd, tanh,25, 25, on, class4, 0.6304100227790432, 0.4681818181818182
sgd, tanh,25, 25, off, class1, 0.9048974943052391, 0.925
sgd, tanh,25, 25, off, class2, 0.7881548974943052, 0.7727272727272727
sgd, tanh,25, 25, off, class3, 0.715261958997722, 0.5931818181818181
sgd, tanh,25, 25, off, class4, 0.6304100227790432, 0.4818181818181818

